
2018-11-30-07:04:45,tpch_3g,aurora,1,78.159
2018-11-30-07:04:45,tpch_3g,aurora,2,5.699
2018-11-30-07:04:45,tpch_3g,aurora,3,512.630
2018-11-30-07:04:45,tpch_3g,aurora,4,164.796
2018-11-30-07:04:45,tpch_3g,aurora,5,154.849
2018-11-30-07:04:45,tpch_3g,aurora,6,64.167
2018-11-30-07:04:45,tpch_3g,aurora,7,259.004
2018-11-30-07:04:45,tpch_3g,aurora,8,195.806
2018-11-30-07:04:45,tpch_3g,aurora,9,1052.476
2018-11-30-07:04:45,tpch_3g,aurora,10,200.968
2018-11-30-07:04:45,tpch_3g,aurora,11,43.798
2018-11-30-07:04:45,tpch_3g,aurora,12,70.263
2018-11-30-07:04:45,tpch_3g,aurora,13,60.606
2018-11-30-07:04:45,tpch_3g,aurora,14,179.355
2018-11-30-07:04:45,tpch_3g,aurora,15,468.361
2018-11-30-07:04:45,tpch_3g,aurora,16,42.129
2018-11-30-07:04:45,tpch_3g,aurora,17,21.793
2018-11-30-07:04:45,tpch_3g,aurora,18,77.313
2018-11-30-07:04:45,tpch_3g,aurora,19,40.243
2018-11-30-07:04:45,tpch_3g,aurora,20,170.140
2018-11-30-07:04:45,tpch_3g,aurora,21,226.395
2018-11-30-07:04:45,tpch_3g,aurora,22,10.408
2018-11-30-08:15:00,tpch_3g,aurora,1,50.513
2018-11-30-08:15:00,tpch_3g,aurora,2,5.028
2018-11-30-08:15:00,tpch_3g,aurora,3,515.881
2018-11-30-08:15:00,tpch_3g,aurora,4,169.739
2018-11-30-08:15:00,tpch_3g,aurora,5,160.083
2018-11-30-08:15:00,tpch_3g,aurora,6,67.998
2018-11-30-08:15:00,tpch_3g,aurora,7,263.217
2018-11-30-08:15:00,tpch_3g,aurora,8,197.009
2018-11-30-08:15:00,tpch_3g,aurora,9,1085.825
2018-11-30-08:15:00,tpch_3g,aurora,10,207.821
2018-11-30-08:15:00,tpch_3g,aurora,11,44.085
2018-11-30-08:15:00,tpch_3g,aurora,12,70.989
2018-11-30-08:15:00,tpch_3g,aurora,13,61.539
2018-11-30-08:15:00,tpch_3g,aurora,14,180.255
2018-11-30-08:15:00,tpch_3g,aurora,15,465.589
2018-11-30-08:15:00,tpch_3g,aurora,16,41.398
2018-11-30-08:15:00,tpch_3g,aurora,17,20.704
2018-11-30-08:15:00,tpch_3g,aurora,18,77.125
2018-11-30-08:15:00,tpch_3g,aurora,19,40.201
2018-11-30-08:15:00,tpch_3g,aurora,20,166.035
2018-11-30-08:15:00,tpch_3g,aurora,21,226.614
2018-11-30-08:15:00,tpch_3g,aurora,22,10.305
2018-11-30-09:49:02,tpch_3g,aurora,1,84.541
2018-11-30-09:49:02,tpch_3g,aurora,2,4.523
2018-11-30-09:49:02,tpch_3g,aurora,3,62.792
2018-11-30-09:49:02,tpch_3g,aurora,4,1.571
2018-11-30-09:49:02,tpch_3g,aurora,5,4.936
2018-11-30-09:49:02,tpch_3g,aurora,6,6.689
2018-11-30-09:49:02,tpch_3g,aurora,7,3.162
2018-11-30-09:49:02,tpch_3g,aurora,8,1.300
2018-11-30-09:49:02,tpch_3g,aurora,9,34.186
2018-11-30-09:49:02,tpch_3g,aurora,10,6.129
2018-11-30-09:49:02,tpch_3g,aurora,11,8.688
2018-11-30-09:49:02,tpch_3g,aurora,12,7.968
2018-11-30-09:49:02,tpch_3g,aurora,13,16.195
2018-11-30-09:49:02,tpch_3g,aurora,14,2.474
2018-11-30-09:49:02,tpch_3g,aurora,15,7.350
2018-11-30-09:49:02,tpch_3g,aurora,16,1.262
2018-11-30-09:49:02,tpch_3g,aurora,17,1.876
2018-11-30-09:49:02,tpch_3g,aurora,18,8.757
2018-11-30-09:49:02,tpch_3g,aurora,19,0.472
2018-11-30-09:49:02,tpch_3g,aurora,20,1.144
2018-11-30-09:49:02,tpch_3g,aurora,21,55.922
2018-11-30-09:49:02,tpch_3g,aurora,22,0.630
2018-11-30-09:55:16,tpch_3g,aurora,1,0.223
2018-11-30-09:55:16,tpch_3g,aurora,2,0.011
2018-11-30-09:55:16,tpch_3g,aurora,3,0.007
2018-11-30-09:55:16,tpch_3g,aurora,4,0.007
2018-11-30-09:55:16,tpch_3g,aurora,5,0.008
2018-11-30-09:55:16,tpch_3g,aurora,6,0.007
2018-11-30-09:55:16,tpch_3g,aurora,7,0.006
2018-11-30-09:55:16,tpch_3g,aurora,8,0.011
2018-11-30-09:55:16,tpch_3g,aurora,9,0.007
2018-11-30-09:55:16,tpch_3g,aurora,10,0.011
2018-11-30-09:55:16,tpch_3g,aurora,11,0.007
2018-11-30-09:55:16,tpch_3g,aurora,12,0.011
2018-11-30-09:55:16,tpch_3g,aurora,13,0.007
2018-11-30-09:55:16,tpch_3g,aurora,14,0.009
2018-11-30-09:55:16,tpch_3g,aurora,15,6.323
2018-11-30-09:55:16,tpch_3g,aurora,16,1.090
2018-11-30-09:55:16,tpch_3g,aurora,17,0.010
2018-11-30-09:55:16,tpch_3g,aurora,18,0.008
2018-11-30-09:55:16,tpch_3g,aurora,19,0.007
2018-11-30-09:55:16,tpch_3g,aurora,20,0.007
2018-11-30-09:55:16,tpch_3g,aurora,21,0.007
2018-11-30-09:55:16,tpch_3g,aurora,22,0.011
2018-11-30-09:57:30,tpch_3g,aurora,1,45.319
2018-11-30-09:57:30,tpch_3g,aurora,2,0.589
2018-11-30-09:57:30,tpch_3g,aurora,3,5.635
2018-11-30-09:57:30,tpch_3g,aurora,4,1.549
2018-11-30-09:57:30,tpch_3g,aurora,5,4.999
2018-11-30-09:57:30,tpch_3g,aurora,6,6.636
2018-11-30-09:57:30,tpch_3g,aurora,7,3.066
2018-11-30-09:57:30,tpch_3g,aurora,8,1.262
2018-11-30-09:57:30,tpch_3g,aurora,9,9.414
2018-11-30-09:57:30,tpch_3g,aurora,10,6.087
2018-11-30-09:57:30,tpch_3g,aurora,11,0.774
2018-11-30-09:57:30,tpch_3g,aurora,12,7.951
2018-11-30-09:57:30,tpch_3g,aurora,13,16.320
2018-11-30-09:57:30,tpch_3g,aurora,14,1.843
2018-11-30-09:57:30,tpch_3g,aurora,15,6.454
2018-11-30-09:57:30,tpch_3g,aurora,16,1.106
2018-11-30-09:57:30,tpch_3g,aurora,17,1.896
2018-11-30-09:57:30,tpch_3g,aurora,18,8.853
2018-11-30-09:57:30,tpch_3g,aurora,19,0.526
2018-11-30-09:57:30,tpch_3g,aurora,20,1.057
2018-11-30-09:57:30,tpch_3g,aurora,21,56.847
2018-11-30-09:57:30,tpch_3g,aurora,22,0.610
2018-11-30-10:06:52,tpch_3g,aurora,1,45.799
2018-11-30-10:06:52,tpch_3g,aurora,2,0.491
2018-11-30-10:06:52,tpch_3g,aurora,3,5.580
2018-11-30-10:06:52,tpch_3g,aurora,4,1.609
2018-11-30-10:06:52,tpch_3g,aurora,5,4.993
2018-11-30-10:06:52,tpch_3g,aurora,6,6.626
2018-11-30-10:06:52,tpch_3g,aurora,7,3.176
2018-11-30-10:06:52,tpch_3g,aurora,8,1.273
2018-11-30-10:06:52,tpch_3g,aurora,9,9.455
2018-11-30-10:06:52,tpch_3g,aurora,10,6.325
2018-11-30-10:06:52,tpch_3g,aurora,11,0.809
2018-11-30-10:06:52,tpch_3g,aurora,12,7.961
2018-11-30-10:06:52,tpch_3g,aurora,13,16.103
2018-11-30-10:06:52,tpch_3g,aurora,14,1.776
2018-11-30-10:06:52,tpch_3g,aurora,15,6.328
2018-11-30-10:06:52,tpch_3g,aurora,16,1.021
2018-11-30-10:06:52,tpch_3g,aurora,17,1.890
2018-11-30-10:06:52,tpch_3g,aurora,18,8.872
2018-11-30-10:06:52,tpch_3g,aurora,19,0.549
2018-11-30-10:06:52,tpch_3g,aurora,20,1.076
2018-11-30-10:06:52,tpch_3g,aurora,21,56.210
2018-11-30-10:06:52,tpch_3g,aurora,22,0.623
2018-12-03-08:18:07,tpch_1g,aurora,1,ERROR 2005 (HY000): Unknown MySQL server host 'csswechat-test.cluster-cd0fafm9s3rf.rds.cn-northwest-1.amazonaws.com.cn' (0)
0.027
2018-12-03-08:18:07,tpch_1g,aurora,2,ERROR 2005 (HY000): Unknown MySQL server host 'csswechat-test.cluster-cd0fafm9s3rf.rds.cn-northwest-1.amazonaws.com.cn' (0)
0.005
2018-12-03-08:18:07,tpch_1g,aurora,3,ERROR 2005 (HY000): Unknown MySQL server host 'csswechat-test.cluster-cd0fafm9s3rf.rds.cn-northwest-1.amazonaws.com.cn' (0)
0.004
2018-12-03-08:18:07,tpch_1g,aurora,4,ERROR 2005 (HY000): Unknown MySQL server host 'csswechat-test.cluster-cd0fafm9s3rf.rds.cn-northwest-1.amazonaws.com.cn' (0)
0.004
2018-12-03-08:18:07,tpch_1g,aurora,5,ERROR 2005 (HY000): Unknown MySQL server host 'csswechat-test.cluster-cd0fafm9s3rf.rds.cn-northwest-1.amazonaws.com.cn' (0)
0.004
2018-12-03-08:18:07,tpch_1g,aurora,6,ERROR 2005 (HY000): Unknown MySQL server host 'csswechat-test.cluster-cd0fafm9s3rf.rds.cn-northwest-1.amazonaws.com.cn' (0)
0.004
2018-12-03-08:18:07,tpch_1g,aurora,7,ERROR 2005 (HY000): Unknown MySQL server host 'csswechat-test.cluster-cd0fafm9s3rf.rds.cn-northwest-1.amazonaws.com.cn' (0)
0.004
2018-12-03-08:18:07,tpch_1g,aurora,8,ERROR 2005 (HY000): Unknown MySQL server host 'csswechat-test.cluster-cd0fafm9s3rf.rds.cn-northwest-1.amazonaws.com.cn' (0)
0.004
2018-12-03-08:18:07,tpch_1g,aurora,9,ERROR 2005 (HY000): Unknown MySQL server host 'csswechat-test.cluster-cd0fafm9s3rf.rds.cn-northwest-1.amazonaws.com.cn' (0)
0.004
2018-12-03-08:18:07,tpch_1g,aurora,10,ERROR 2005 (HY000): Unknown MySQL server host 'csswechat-test.cluster-cd0fafm9s3rf.rds.cn-northwest-1.amazonaws.com.cn' (0)
0.004
2018-12-03-08:18:07,tpch_1g,aurora,11,ERROR 2005 (HY000): Unknown MySQL server host 'csswechat-test.cluster-cd0fafm9s3rf.rds.cn-northwest-1.amazonaws.com.cn' (0)
0.004
2018-12-03-08:18:07,tpch_1g,aurora,12,ERROR 2005 (HY000): Unknown MySQL server host 'csswechat-test.cluster-cd0fafm9s3rf.rds.cn-northwest-1.amazonaws.com.cn' (0)
0.004
2018-12-03-08:18:07,tpch_1g,aurora,13,ERROR 2005 (HY000): Unknown MySQL server host 'csswechat-test.cluster-cd0fafm9s3rf.rds.cn-northwest-1.amazonaws.com.cn' (0)
0.004
2018-12-03-08:18:07,tpch_1g,aurora,14,ERROR 2005 (HY000): Unknown MySQL server host 'csswechat-test.cluster-cd0fafm9s3rf.rds.cn-northwest-1.amazonaws.com.cn' (0)
0.004
2018-12-03-08:18:07,tpch_1g,aurora,15,ERROR 2005 (HY000): Unknown MySQL server host 'csswechat-test.cluster-cd0fafm9s3rf.rds.cn-northwest-1.amazonaws.com.cn' (0)
0.004
2018-12-03-08:18:07,tpch_1g,aurora,16,ERROR 2005 (HY000): Unknown MySQL server host 'csswechat-test.cluster-cd0fafm9s3rf.rds.cn-northwest-1.amazonaws.com.cn' (0)
0.004
2018-12-03-08:18:07,tpch_1g,aurora,17,ERROR 2005 (HY000): Unknown MySQL server host 'csswechat-test.cluster-cd0fafm9s3rf.rds.cn-northwest-1.amazonaws.com.cn' (0)
0.004
2018-12-03-08:18:07,tpch_1g,aurora,18,ERROR 2005 (HY000): Unknown MySQL server host 'csswechat-test.cluster-cd0fafm9s3rf.rds.cn-northwest-1.amazonaws.com.cn' (0)
0.004
2018-12-03-08:18:07,tpch_1g,aurora,19,ERROR 2005 (HY000): Unknown MySQL server host 'csswechat-test.cluster-cd0fafm9s3rf.rds.cn-northwest-1.amazonaws.com.cn' (0)
0.004
2018-12-03-08:18:07,tpch_1g,aurora,20,ERROR 2005 (HY000): Unknown MySQL server host 'csswechat-test.cluster-cd0fafm9s3rf.rds.cn-northwest-1.amazonaws.com.cn' (0)
0.004
2018-12-03-08:18:07,tpch_1g,aurora,21,ERROR 2005 (HY000): Unknown MySQL server host 'csswechat-test.cluster-cd0fafm9s3rf.rds.cn-northwest-1.amazonaws.com.cn' (0)
0.004
2018-12-03-08:18:07,tpch_1g,aurora,22,ERROR 2005 (HY000): Unknown MySQL server host 'csswechat-test.cluster-cd0fafm9s3rf.rds.cn-northwest-1.amazonaws.com.cn' (0)
0.004
